Date,Ozone AQI Value,Site Name,Site ID,Source
2/7/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/8/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/9/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/10/2005,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/11/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/12/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/13/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/14/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/15/2005,29,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/16/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/17/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/18/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/19/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/20/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/21/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/22/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/23/2005,35,Redding - Health Department,06-089-0004,AQS
2/24/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/25/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/26/2005,39,Redding - Health Department,06-089-0004,AQS
2/27/2005,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
2/28/2005,47,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/1/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/2/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/3/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/4/2005,38,Redding - Health Department,06-089-0004,AQS
3/5/2005,40,Redding - Health Department,06-089-0004,AQS
3/6/2005,41,Redding - Health Department,06-089-0004,AQS
3/7/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/8/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/9/2005,43,Redding - Health Department,06-089-0004,AQS
3/10/2005,43,Redding - Health Department,06-089-0004,AQS
3/11/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/12/2005,58,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/13/2005,49,Anderson - North Street,06-089-0007,AQS
3/14/2005,45,Redding - Health Department,06-089-0004,AQS
3/15/2005,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/16/2005,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/17/2005,58,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/18/2005,48,Redding - Health Department,06-089-0004,AQS
3/19/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/20/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/21/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/22/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/23/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/24/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/25/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/26/2005,34,Redding - Health Department,06-089-0004,AQS
3/27/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/28/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/29/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/30/2005,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
3/31/2005,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/1/2005,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/2/2005,45,Redding - Health Department,06-089-0004,AQS
4/3/2005,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/4/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/5/2005,43,Redding - Health Department,06-089-0004,AQS
4/6/2005,80,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/7/2005,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/8/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/9/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/10/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/11/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/12/2005,39,Redding - Health Department,06-089-0004,AQS
4/13/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/14/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/15/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/16/2005,45,Anderson - North Street,06-089-0007,AQS
4/17/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/18/2005,40,Anderson - North Street,06-089-0007,AQS
4/19/2005,40,Anderson - North Street,06-089-0007,AQS
4/20/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/21/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/22/2005,90,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/23/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/24/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/25/2005,38,Anderson - North Street,06-089-0007,AQS
4/26/2005,40,Redding - Health Department,06-089-0004,AQS
4/27/2005,48,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/28/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
4/29/2005,39,Anderson - North Street,06-089-0007,AQS
4/30/2005,41,Anderson - North Street,06-089-0007,AQS
5/1/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/2/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/3/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/4/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/5/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/6/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/7/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/8/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/9/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/10/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/11/2005,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/12/2005,37,Redding - Health Department,06-089-0004,AQS
5/13/2005,42,Anderson - North Street,06-089-0007,AQS
5/14/2005,44,Anderson - North Street,06-089-0007,AQS
5/15/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/16/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/17/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/18/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/19/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/20/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/21/2005,61,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/22/2005,47,Redding - Health Department,06-089-0004,AQS
5/23/2005,67,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/24/2005,44,Redding - Health Department,06-089-0004,AQS
5/25/2005,54,Redding - Health Department,06-089-0004,AQS
5/26/2005,105,Redding - Health Department,06-089-0004,AQS
5/27/2005,115,Anderson - North Street,06-089-0007,AQS
5/28/2005,51,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/29/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/30/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
5/31/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/1/2005,48,Redding - Health Department,06-089-0004,AQS
6/2/2005,39,Redding - Health Department,06-089-0004,AQS
6/3/2005,44,Redding - Health Department,06-089-0004,AQS
6/4/2005,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/5/2005,40,Redding - Health Department,06-089-0004,AQS
6/6/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/7/2005,38,Redding - Health Department,06-089-0004,AQS
6/8/2005,20,Redding - Health Department,06-089-0004,AQS
6/9/2005,32,Redding - Health Department,06-089-0004,AQS
6/10/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/11/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/12/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/13/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/14/2005,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/15/2005,71,Redding - Health Department,06-089-0004,AQS
6/16/2005,54,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/17/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/18/2005,30,Redding - Health Department,06-089-0004,AQS
6/19/2005,37,Redding - Health Department,06-089-0004,AQS
6/20/2005,49,Redding - Health Department,06-089-0004,AQS
6/21/2005,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/22/2005,71,Anderson - North Street,06-089-0007,AQS
6/23/2005,77,Redding - Health Department,06-089-0004,AQS
6/24/2005,97,Redding - Health Department,06-089-0004,AQS
6/25/2005,84,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/26/2005,64,Redding - Health Department,06-089-0004,AQS
6/27/2005,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/28/2005,50,Anderson - North Street,06-089-0007,AQS
6/29/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
6/30/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/1/2005,64,Anderson - North Street,06-089-0007,AQS
7/2/2005,80,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/3/2005,80,Anderson - North Street,06-089-0007,AQS
7/4/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/5/2005,47,Anderson - North Street,06-089-0007,AQS
7/6/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/7/2005,61,Redding - Health Department,06-089-0004,AQS
7/8/2005,49,Redding - Health Department,06-089-0004,AQS
7/9/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/10/2005,36,Redding - Health Department,06-089-0004,AQS
7/11/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
7/12/2005,61,Anderson - North Street,06-089-0007,AQS
7/13/2005,71,Redding - Health Department,06-089-0004,AQS
7/14/2005,108,Redding - Health Department,06-089-0004,AQS
7/15/2005,159,Redding - Health Department,06-089-0004,AQS
7/16/2005,136,Anderson - North Street,06-089-0007,AQS
7/17/2005,112,Redding - Health Department,06-089-0004,AQS
7/18/2005,119,Anderson - North Street,06-089-0007,AQS
7/19/2005,159,Redding - Health Department,06-089-0004,AQS
7/20/2005,122,Redding - Health Department,06-089-0004,AQS
7/21/2005,74,Redding - Health Department,06-089-0004,AQS
7/22/2005,87,Redding - Health Department,06-089-0004,AQS
7/23/2005,67,Redding - Health Department,06-089-0004,AQS
7/24/2005,67,Anderson - North Street,06-089-0007,AQS
7/25/2005,50,Anderson - North Street,06-089-0007,AQS
7/26/2005,64,Redding - Health Department,06-089-0004,AQS
7/27/2005,159,Redding - Health Department,06-089-0004,AQS
7/28/2005,147,Redding - Health Department,06-089-0004,AQS
7/29/2005,122,Redding - Health Department,06-089-0004,AQS
7/30/2005,93,Redding - Health Department,06-089-0004,AQS
7/31/2005,87,Redding - Health Department,06-089-0004,AQS
8/1/2005,74,Redding - Health Department,06-089-0004,AQS
8/2/2005,71,Redding - Health Department,06-089-0004,AQS
8/3/2005,87,Redding - Health Department,06-089-0004,AQS
8/4/2005,112,Anderson - North Street,06-089-0007,AQS
8/5/2005,97,Anderson - North Street,06-089-0007,AQS
8/6/2005,84,Anderson - North Street,06-089-0007,AQS
8/7/2005,71,Anderson - North Street,06-089-0007,AQS
8/8/2005,90,Anderson - North Street,06-089-0007,AQS
8/9/2005,100,Redding - Health Department,06-089-0004,AQS
8/10/2005,61,Anderson - North Street,06-089-0007,AQS
8/11/2005,44,Redding - Health Department,06-089-0004,AQS
8/12/2005,46,Redding - Health Department,06-089-0004,AQS
8/13/2005,54,Redding - Health Department,06-089-0004,AQS
8/14/2005,115,Redding - Health Department,06-089-0004,AQS
8/15/2005,90,Redding - Health Department,06-089-0004,AQS
8/16/2005,115,Redding - Health Department,06-089-0004,AQS
8/17/2005,115,Redding - Health Department,06-089-0004,AQS
8/18/2005,54,Redding - Health Department,06-089-0004,AQS
8/19/2005,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/20/2005,71,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/21/2005,80,Redding - Health Department,06-089-0004,AQS
8/22/2005,51,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/23/2005,87,Redding - Health Department,06-089-0004,AQS
8/24/2005,84,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/25/2005,100,Redding - Health Department,06-089-0004,AQS
8/26/2005,105,Redding - Health Department,06-089-0004,AQS
8/27/2005,90,Redding - Health Department,06-089-0004,AQS
8/28/2005,64,Redding - Health Department,06-089-0004,AQS
8/29/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/30/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
8/31/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/1/2005,100,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/2/2005,105,Redding - Health Department,06-089-0004,AQS
9/3/2005,64,Redding - Health Department,06-089-0004,AQS
9/4/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/5/2005,44,Redding - Health Department,06-089-0004,AQS
9/6/2005,64,Redding - Health Department,06-089-0004,AQS
9/7/2005,61,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/8/2005,77,Redding - Health Department,06-089-0004,AQS
9/9/2005,50,Redding - Health Department,06-089-0004,AQS
9/10/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/11/2005,37,Redding - Health Department,06-089-0004,AQS
9/12/2005,39,Redding - Health Department,06-089-0004,AQS
9/13/2005,44,Anderson - North Street,06-089-0007,AQS
9/14/2005,58,Redding - Health Department,06-089-0004,AQS
9/15/2005,77,Redding - Health Department,06-089-0004,AQS
9/16/2005,50,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/17/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/18/2005,41,Redding - Health Department,06-089-0004,AQS
9/19/2005,49,Redding - Health Department,06-089-0004,AQS
9/20/2005,61,Redding - Health Department,06-089-0004,AQS
9/21/2005,77,Redding - Health Department,06-089-0004,AQS
9/22/2005,90,Redding - Health Department,06-089-0004,AQS
9/23/2005,49,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/24/2005,39,Redding - Health Department,06-089-0004,AQS
9/25/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/26/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/27/2005,44,Redding - Health Department,06-089-0004,AQS
9/28/2005,43,Redding - Health Department,06-089-0004,AQS
9/29/2005,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
9/30/2005,90,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/1/2005,58,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/2/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/3/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/4/2005,31,Redding - Health Department,06-089-0004,AQS
10/5/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/6/2005,39,Redding - Health Department,06-089-0004,AQS
10/7/2005,58,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/8/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/9/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/10/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/11/2005,64,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/12/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/13/2005,51,Redding - Health Department,06-089-0004,AQS
10/14/2005,80,Anderson - North Street,06-089-0007,AQS
10/15/2005,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/16/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/17/2005,45,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/18/2005,61,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/19/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/20/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/21/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/22/2005,42,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/23/2005,46,Redding - Health Department,06-089-0004,AQS
10/24/2005,46,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/25/2005,47,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/26/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/27/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/28/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/29/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/30/2005,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
10/31/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/1/2005,30,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/2/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/3/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/4/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/5/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/6/2005,27,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/7/2005,30,Redding - Health Department,06-089-0004,AQS
11/8/2005,29,Redding - Health Department,06-089-0004,AQS
11/9/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/10/2005,28,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/11/2005,31,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/12/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/13/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/14/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/15/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/16/2005,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/17/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/18/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/19/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/20/2005,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/21/2005,33,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/22/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/23/2005,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/24/2005,32,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/25/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/26/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/27/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/28/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/29/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
11/30/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/1/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/2/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/3/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/4/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/5/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/6/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/7/2005,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/8/2005,26,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/9/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/10/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/11/2005,35,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/12/2005,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/13/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/14/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/15/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/16/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/17/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/18/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/19/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/20/2005,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/21/2005,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/22/2005,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/23/2005,29,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/24/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/25/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/26/2005,44,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/27/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/28/2005,43,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/29/2005,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/30/2005,39,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
12/31/2005,29,Redding - Health Department,06-089-0004,AQS
1/1/2006,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/2/2006,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/3/2006,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/4/2006,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/5/2006,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/6/2006,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/7/2006,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/8/2006,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/9/2006,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/10/2006,36,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/11/2006,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/12/2006,34,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/13/2006,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/14/2006,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/15/2006,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/16/2006,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/17/2006,40,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/18/2006,41,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/19/2006,38,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
1/20/2006,37,Lassen Volcanic NP - Manzanita Lake Fire Station,06-089-3003,AQS
